traveller_id,origin_city,traveller_type,adults,children,seniors,total_party_size,pace,total_budget,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,travel_month,nights,archetype,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,split
T001861,Bengaluru,family,5,3,0,8,packed,45002,low,budget,no_restriction,non_vegetarian,balanced,February,3,family_traveller,9,40,2,14,96,45,93,18,35,67,98,69,train
T001862,Bengaluru,solo,1,0,0,1,balanced,10507,low,standard,no_restriction,no_preference,lowest_cost,February,2,food_traveller,70,85,49,57,54,13,71,79,65,65,16,41,train
T001863,Hyderabad,solo,1,0,0,1,easy_going,15326,medium,budget,no_restriction,no_preference,public_transport,May,4,balanced_traveller,67,51,39,38,47,39,66,66,57,53,65,65,train
T001864,Delhi,family,3,2,0,5,balanced,41050,medium,budget,no_restriction,vegan,private_transport,December,2,beach_traveller,43,28,76,85,85,66,58,45,17,77,39,0,test
T001865,Delhi,couple,2,0,0,2,packed,9298,low,budget,no_restriction,no_preference,private_transport,July,2,senior_traveller,100,78,74,81,42,36,19,62,39,88,52,48,train
T001866,Mumbai,friends,7,0,0,7,balanced,56779,medium,standard,no_restriction,no_preference,lowest_cost,December,3,nightlife_traveller,91,45,59,46,54,69,63,74,16,61,71,0,train
T001867,Kolkata,couple,2,0,0,2,easy_going,24957,medium,standard,no_restriction,no_preference,private_transport,December,3,food_traveller,81,76,47,38,49,0,62,76,52,56,9,42,train
T001868,Ahmedabad,solo,1,0,0,1,balanced,46882,high,standard,no_restriction,vegetarian,fastest,February,5,senior_traveller,87,79,81,64,70,9,27,76,74,50,60,66,train
T001869,Indore,solo,1,0,0,1,easy_going,17027,high,budget,no_restriction,non_vegetarian,fastest,December,3,senior_traveller,83,76,72,67,61,11,0,59,46,61,58,81,test
T001870,Mumbai,couple,2,0,0,2,balanced,47660,medium,premium,no_restriction,vegetarian,lowest_cost,February,5,culture_traveller,77,67,51,46,68,14,14,62,94,81,51,79,train
T001871,Kolkata,couple,2,0,0,2,balanced,33999,medium,standard,no_restriction,non_vegetarian,public_transport,April,4,beach_traveller,72,39,84,81,61,86,53,70,12,75,78,20,train
T001872,Indore,family,2,4,0,6,balanced,165541,medium,luxury,no_restriction,vegetarian,lowest_cost,September,6,adventure_traveller,39,54,98,96,67,91,62,14,76,74,68,13,train
T001873,Pune,solo,1,0,0,1,packed,12936,medium,budget,no_restriction,no_preference,balanced,February,3,family_traveller,67,71,77,64,47,46,61,60,77,68,44,48,train
T001874,Bengaluru,seniors,2,0,4,6,balanced,42325,medium,premium,no_restriction,non_vegetarian,lowest_cost,January,2,senior_traveller,93,75,70,43,65,45,29,49,71,51,47,53,train
T001875,Kochi,friends,6,0,0,6,easy_going,112349,medium,luxury,no_restriction,vegetarian,lowest_cost,December,5,culture_traveller,51,63,54,76,64,15,26,64,75,92,58,79,test
T001876,Bengaluru,solo,1,0,0,1,balanced,13037,medium,standard,no_restriction,no_preference,lowest_cost,December,2,family_traveller,90,75,81,59,77,66,59,64,70,61,44,64,test
T001877,Ahmedabad,friends,7,0,0,7,easy_going,39629,medium,premium,no_restriction,non_vegetarian,balanced,November,1,family_traveller,82,89,70,44,42,67,55,46,54,49,39,72,validation
T001878,Bengaluru,family,2,2,0,4,balanced,58751,medium,standard,no_restriction,no_preference,lowest_cost,March,5,wellness_traveller,84,80,87,47,88,13,10,63,44,57,65,79,train
T001879,Bengaluru,family,4,2,0,6,balanced,150526,medium,luxury,no_restriction,no_preference,balanced,January,4,family_traveller,72,89,73,37,57,66,74,37,74,59,49,65,train
T001880,Bengaluru,friends,6,0,0,6,balanced,51003,medium,budget,no_restriction,no_preference,public_transport,April,2,balanced_traveller,63,68,69,43,64,75,87,62,68,45,43,68,train
T001881,Hyderabad,couple,2,0,0,2,balanced,29480,low,premium,no_restriction,vegetarian,lowest_cost,November,4,culture_traveller,69,79,57,64,59,40,2,57,99,89,54,88,train
T001882,Delhi,friends,7,0,0,7,easy_going,37054,medium,budget,no_restriction,vegetarian,balanced,February,2,beach_traveller,58,16,90,74,36,80,47,70,27,75,55,16,train
T001883,Mumbai,family,4,1,0,5,packed,68118,medium,standard,no_restriction,no_preference,private_transport,July,6,balanced_traveller,48,38,61,55,38,49,64,72,41,82,45,36,train
T001884,Pune,couple,2,0,0,2,balanced,14852,medium,premium,no_restriction,no_preference,lowest_cost,March,1,balanced_traveller,73,55,50,38,41,64,59,66,50,37,51,81,validation
T001885,Indore,family,2,3,0,5,easy_going,69397,high,standard,no_restriction,non_vegetarian,public_transport,September,3,beach_traveller,42,15,84,95,47,55,67,72,11,80,70,26,validation
T001886,Delhi,couple,2,0,0,2,balanced,15004,medium,standard,no_restriction,vegetarian,lowest_cost,March,1,adventure_traveller,71,47,79,92,67,75,44,17,50,70,47,0,train
T001887,Indore,seniors,2,0,3,5,easy_going,54928,medium,standard,no_restriction,vegetarian,fastest,August,3,senior_traveller,80,100,80,66,39,27,13,56,77,52,41,43,train
T001888,Mumbai,solo,1,0,0,1,easy_going,14280,medium,budget,no_restriction,no_preference,balanced,April,3,wellness_traveller,78,45,83,38,73,27,23,40,52,40,51,49,train
T001889,Kolkata,friends,6,0,0,6,balanced,53603,medium,premium,no_restriction,no_preference,fastest,October,3,food_traveller,84,79,49,62,61,6,35,78,48,64,7,54,validation
T001890,Bengaluru,friends,7,0,0,7,easy_going,75247,high,luxury,no_restriction,non_vegetarian,balanced,January,1,adventure_traveller,58,74,47,61,41,81,78,71,1,51,78,24,train
T001891,Pune,couple,2,0,0,2,packed,25153,low,standard,no_restriction,no_preference,lowest_cost,January,4,senior_traveller,83,94,78,59,65,33,3,61,58,60,57,77,train
T001892,Nagpur,couple,2,0,0,2,balanced,12654,medium,standard,no_restriction,no_preference,fastest,November,1,beach_traveller,78,19,95,77,66,50,78,70,31,76,79,46,train
T001893,Kochi,friends,5,0,0,5,packed,22343,low,budget,no_restriction,no_preference,balanced,July,1,family_traveller,80,91,87,40,50,69,50,66,52,65,62,54,validation
T001894,Indore,friends,8,0,0,8,easy_going,49260,low,luxury,no_restriction,vegetarian,private_transport,February,2,beach_traveller,54,32,76,64,62,74,44,73,26,72,48,10,train
T001895,Bengaluru,couple,2,0,0,2,easy_going,20240,low,budget,no_restriction,vegetarian,lowest_cost,January,4,family_traveller,81,75,82,55,45,82,57,50,58,63,49,84,train
T001896,Bengaluru,couple,2,0,0,2,balanced,35726,high,budget,no_restriction,no_preference,fastest,December,4,beach_traveller,51,23,91,72,51,58,78,62,9,74,68,15,train
T001897,Nagpur,couple,2,0,0,2,easy_going,10854,low,standard,no_restriction,vegetarian,fastest,February,2,food_traveller,77,88,64,66,62,29,39,94,35,60,19,49,train
T001898,Kochi,seniors,2,0,4,6,easy_going,41879,medium,premium,no_restriction,no_preference,lowest_cost,January,1,senior_traveller,74,79,80,53,55,11,36,44,65,65,45,52,test
T001899,Delhi,seniors,2,0,4,6,balanced,79771,high,standard,reduced_walking,no_preference,balanced,November,2,adventure_traveller,38,68,72,92,56,71,66,26,31,81,60,23,train
T001900,Kochi,family,5,4,1,10,packed,62554,medium,budget,no_restriction,no_preference,private_transport,August,3,beach_traveller,52,73,70,55,78,60,85,11,98,88,89,36,train
T001901,Pune,family,5,2,0,7,easy_going,86985,low,luxury,no_restriction,no_preference,balanced,November,3,family_traveller,71,70,73,42,54,52,60,38,53,51,59,59,train
T001902,Jaipur,friends,7,0,0,7,easy_going,44629,low,standard,no_restriction,non_vegetarian,public_transport,November,3,family_traveller,67,75,79,71,34,44,34,60,71,61,63,44,validation
T001903,Mumbai,family,2,3,0,5,balanced,69392,medium,standard,no_restriction,no_preference,private_transport,March,4,culture_traveller,38,74,59,63,69,0,31,74,62,81,66,70,train
T001904,Kolkata,friends,3,0,0,3,balanced,17450,low,budget,no_restriction,vegetarian,private_transport,January,4,culture_traveller,57,84,61,49,47,8,12,81,96,79,51,64,train
T001905,Ahmedabad,family,5,2,0,7,balanced,144891,high,premium,no_restriction,jain,private_transport,February,4,balanced_traveller,71,41,50,60,43,45,45,61,55,68,79,60,train
T001906,Kochi,couple,2,0,0,2,balanced,50767,medium,luxury,no_restriction,no_preference,private_transport,February,2,food_traveller,71,94,68,47,34,26,56,99,73,64,13,53,validation
T001907,Pune,family,2,1,1,4,easy_going,42285,medium,standard,reduced_walking,no_preference,private_transport,November,3,family_traveller,3,26,99,80,36,37,92,66,83,86,16,1,train
T001908,Jaipur,family,2,4,0,6,balanced,65907,high,budget,no_restriction,no_preference,fastest,October,3,family_traveller,100,82,82,46,77,47,81,48,68,56,50,69,train
T001909,Hyderabad,solo,1,0,0,1,packed,11801,low,standard,no_restriction,no_preference,public_transport,January,3,balanced_traveller,81,2,48,64,47,56,2,15,55,82,54,49,train
T001910,Hyderabad,couple,2,0,0,2,packed,6061,low,budget,no_restriction,vegetarian,fastest,July,1,beach_traveller,62,4,71,76,60,46,56,32,28,93,46,25,train
T001911,Nagpur,couple,2,0,0,2,packed,146854,high,standard,no_restriction,vegetarian,lowest_cost,November,13,beach_traveller,52,28,97,80,32,55,54,61,0,84,51,30,train
T001912,Bengaluru,solo,1,0,0,1,balanced,32396,low,premium,no_restriction,no_preference,balanced,December,4,nightlife_traveller,76,75,70,45,66,51,72,76,3,68,46,36,train
T001913,Hyderabad,seniors,0,0,3,3,balanced,98849,high,budget,wheelchair_friendly_preference,no_preference,lowest_cost,January,8,wellness_traveller,76,59,92,58,77,32,21,59,66,55,45,55,validation
T001914,Kolkata,family,2,3,0,5,balanced,32960,medium,standard,no_restriction,vegetarian,fastest,November,2,adventure_traveller,62,57,91,75,63,100,39,8,82,80,58,15,test
T001915,Bengaluru,couple,2,0,0,2,balanced,25484,high,budget,no_restriction,non_vegetarian,fastest,December,2,nightlife_traveller,76,25,56,65,53,41,87,71,15,56,69,27,test
T001916,Kochi,couple,2,0,0,2,balanced,12088,low,standard,no_restriction,vegan,balanced,October,2,beach_traveller,39,2,84,80,53,71,70,45,25,69,37,8,train
T001917,Delhi,friends,7,0,0,7,balanced,54747,medium,premium,no_restriction,no_preference,lowest_cost,January,2,adventure_traveller,52,96,71,76,48,72,44,18,62,69,50,9,train
T001918,Bengaluru,friends,6,0,0,6,packed,58217,low,standard,no_restriction,non_vegetarian,lowest_cost,February,7,culture_traveller,65,81,56,50,64,24,0,35,79,89,70,88,train
T001919,Indore,seniors,2,0,3,5,balanced,67371,medium,luxury,no_restriction,non_vegetarian,balanced,December,3,senior_traveller,87,85,78,65,51,5,29,49,69,33,50,64,validation
T001920,Ahmedabad,family,4,1,0,5,packed,147431,low,premium,no_restriction,non_vegetarian,lowest_cost,February,13,culture_traveller,58,76,57,91,67,10,16,52,82,69,60,65,validation
T001921,Kochi,solo,1,0,0,1,balanced,35339,high,standard,no_restriction,non_vegetarian,balanced,November,3,food_traveller,30,16,68,63,66,67,10,21,73,48,63,5,validation
T001922,Ahmedabad,couple,2,0,0,2,easy_going,38625,high,standard,no_restriction,vegetarian,private_transport,March,2,food_traveller,99,86,46,62,55,25,67,83,58,74,27,59,train
T001923,Nagpur,seniors,1,0,4,5,easy_going,105376,medium,luxury,no_restriction,non_vegetarian,lowest_cost,January,4,nightlife_traveller,91,37,51,48,46,52,66,79,20,44,51,20,train
T001924,Chennai,family,3,1,1,5,balanced,62549,medium,budget,no_restriction,vegetarian,private_transport,October,4,family_traveller,86,84,82,57,54,67,82,60,72,51,48,47,validation
T001925,Pune,family,5,3,0,8,packed,132694,high,premium,no_restriction,no_preference,fastest,February,3,food_traveller,82,69,51,62,81,13,66,83,70,49,34,73,train
T001926,Hyderabad,family,4,2,0,6,easy_going,49694,medium,budget,no_restriction,no_preference,balanced,March,3,family_traveller,24,28,2,66,70,41,79,95,73,67,44,55,train
T001927,Jaipur,couple,2,0,0,2,balanced,14511,medium,standard,no_restriction,vegan,lowest_cost,February,1,wellness_traveller,48,64,46,97,15,45,29,90,17,52,42,91,test
T001928,Ahmedabad,seniors,1,0,2,3,balanced,52936,high,budget,no_restriction,no_preference,lowest_cost,September,3,senior_traveller,86,79,83,64,78,25,22,81,33,55,48,54,validation
T001929,Kolkata,couple,2,0,0,2,balanced,19017,medium,budget,no_restriction,non_vegetarian,balanced,November,3,balanced_traveller,46,59,53,41,78,64,78,35,72,55,52,57,train
T001930,Delhi,solo,1,0,0,1,packed,33424,high,standard,no_restriction,non_vegetarian,fastest,March,4,family_traveller,70,80,70,62,55,42,46,57,60,33,48,58,train
T001931,Pune,friends,5,0,0,5,packed,88282,low,premium,no_restriction,vegetarian,balanced,December,7,family_traveller,76,82,74,43,60,68,47,49,36,41,41,68,train
T001932,Ahmedabad,couple,2,0,0,2,easy_going,63443,medium,premium,no_restriction,non_vegetarian,public_transport,November,4,wellness_traveller,66,57,61,75,85,9,21,60,62,57,68,41,validation
T001933,Ahmedabad,couple,2,0,0,2,easy_going,22492,medium,standard,no_restriction,non_vegetarian,public_transport,November,3,wellness_traveller,98,59,82,32,78,10,17,50,66,50,62,55,train
T001934,Mumbai,friends,3,0,0,3,packed,28707,low,luxury,no_restriction,vegetarian,balanced,January,1,senior_traveller,80,74,70,61,56,29,10,56,66,41,49,68,train
T001935,Hyderabad,friends,5,0,0,5,packed,76577,medium,premium,no_restriction,non_vegetarian,private_transport,November,5,beach_traveller,29,6,78,90,57,60,72,22,25,84,66,0,train
T001936,Hyderabad,family,4,2,0,6,packed,35910,low,standard,no_restriction,vegetarian,fastest,March,3,beach_traveller,64,32,92,77,38,49,40,45,21,77,64,23,train
T001937,Indore,solo,1,0,0,1,balanced,12237,high,budget,no_restriction,no_preference,lowest_cost,March,2,senior_traveller,87,92,90,57,58,14,26,52,61,69,36,34,train
T001938,Nagpur,couple,2,0,0,2,balanced,33753,medium,premium,no_restriction,no_preference,private_transport,February,2,beach_traveller,49,0,92,87,55,58,55,35,1,80,54,19,train
T001939,Jaipur,family,3,1,0,4,balanced,26146,low,budget,no_restriction,vegetarian,lowest_cost,February,3,wellness_traveller,76,61,93,67,76,25,22,69,60,60,42,66,train
T001940,Kolkata,family,3,3,0,6,balanced,115479,medium,standard,no_restriction,vegetarian,lowest_cost,June,6,senior_traveller,76,84,75,55,43,29,22,51,54,48,60,41,train
T001941,Jaipur,couple,2,0,0,2,balanced,12122,medium,standard,no_restriction,vegetarian,lowest_cost,March,1,beach_traveller,51,15,84,72,53,52,42,51,29,87,54,20,train
T001942,Bengaluru,family,2,4,0,6,packed,30735,low,standard,no_restriction,vegetarian,lowest_cost,April,2,family_traveller,83,89,78,50,46,81,74,53,71,50,55,44,validation
T001943,Chennai,couple,2,0,0,2,packed,29741,high,budget,no_restriction,no_preference,public_transport,November,4,wellness_traveller,76,66,74,69,88,0,25,46,52,49,67,48,train
T001944,Bengaluru,friends,8,0,0,8,balanced,30846,low,luxury,no_restriction,no_preference,fastest,February,1,beach_traveller,63,27,4,6,97,22,40,26,93,7,54,47,train
T001945,Ahmedabad,friends,8,0,0,8,easy_going,94686,high,budget,no_restriction,no_preference,fastest,May,3,family_traveller,99,8,88,19,2,85,18,52,82,15,74,53,train
T001946,Ahmedabad,seniors,0,0,3,3,balanced,37838,medium,luxury,reduced_walking,no_preference,private_transport,March,1,senior_traveller,85,83,80,63,35,12,8,47,55,46,77,62,train
T001947,Hyderabad,solo,1,0,0,1,balanced,10704,low,standard,no_restriction,non_vegetarian,fastest,September,2,family_traveller,26,97,65,46,73,43,10,49,95,27,5,74,test
T001948,Kolkata,family,2,4,0,6,easy_going,64297,medium,premium,no_restriction,no_preference,lowest_cost,January,3,family_traveller,90,81,79,78,76,38,71,77,64,51,52,77,train
T001949,Bengaluru,solo,1,0,0,1,easy_going,8096,medium,standard,no_restriction,non_vegetarian,balanced,January,1,balanced_traveller,54,55,68,71,53,49,55,46,56,45,82,58,validation
T001950,Pune,friends,6,0,0,6,easy_going,122431,medium,luxury,no_restriction,no_preference,private_transport,November,3,culture_traveller,76,89,76,55,58,0,0,55,70,75,57,92,validation
T001951,Delhi,couple,2,0,0,2,balanced,100090,high,standard,no_restriction,vegetarian,private_transport,November,7,nightlife_traveller,77,66,72,41,75,47,87,100,0,63,53,25,validation
T001952,Kolkata,solo,1,0,0,1,balanced,31150,medium,standard,no_restriction,no_preference,balanced,April,4,nightlife_traveller,49,86,72,58,69,17,93,21,16,14,93,46,test
T001953,Bengaluru,solo,1,0,0,1,packed,6454,low,standard,no_restriction,non_vegetarian,fastest,January,1,culture_traveller,62,86,58,61,43,13,28,46,83,82,55,87,train
T001954,Ahmedabad,friends,4,0,0,4,balanced,61779,medium,premium,no_restriction,vegetarian,private_transport,February,4,family_traveller,73,80,77,40,53,49,60,61,73,64,43,30,train
T001955,Nagpur,couple,2,0,0,2,balanced,29716,high,standard,no_restriction,non_vegetarian,lowest_cost,December,2,beach_traveller,67,31,79,90,51,69,42,53,22,84,46,0,train
T001956,Nagpur,couple,2,0,0,2,balanced,161411,medium,luxury,no_restriction,non_vegetarian,fastest,November,6,balanced_traveller,46,62,54,43,65,62,61,60,46,72,55,60,train
T001957,Kolkata,friends,5,0,0,5,balanced,24373,low,luxury,no_restriction,no_preference,private_transport,September,1,beach_traveller,45,0,93,87,57,49,61,59,14,85,63,28,train
T001958,Indore,solo,1,0,0,1,balanced,17756,low,premium,no_restriction,no_preference,fastest,November,3,culture_traveller,60,97,47,56,51,4,0,72,75,79,62,72,train
T001959,Chennai,family,4,4,0,8,balanced,31471,low,standard,no_restriction,vegetarian,lowest_cost,May,1,family_traveller,63,77,85,40,77,30,47,39,68,64,53,39,train
T001960,Kochi,family,4,2,1,7,balanced,73352,medium,standard,no_restriction,no_preference,private_transport,April,3,culture_traveller,47,97,55,50,60,22,15,64,94,89,55,96,train
T001961,Nagpur,friends,4,0,0,4,easy_going,88175,high,premium,no_restriction,no_preference,private_transport,October,4,adventure_traveller,74,77,97,79,63,78,68,0,41,78,56,22,test
T001962,Nagpur,family,3,1,0,4,balanced,29909,low,standard,no_restriction,no_preference,public_transport,November,4,balanced_traveller,42,30,49,81,49,3,67,1,9,72,83,31,train
T001963,Hyderabad,seniors,2,0,4,6,balanced,67700,high,luxury,no_restriction,no_preference,lowest_cost,February,1,culture_traveller,49,76,70,52,68,6,15,46,86,80,65,83,validation
T001964,Delhi,couple,2,0,0,2,packed,11047,low,premium,no_restriction,vegetarian,balanced,January,1,beach_traveller,57,18,72,86,51,59,62,60,2,78,82,38,train
T001965,Ahmedabad,friends,3,0,0,3,packed,59097,medium,premium,no_restriction,jain,balanced,June,3,senior_traveller,77,82,86,55,42,27,19,44,37,86,66,63,train
T001966,Kolkata,seniors,0,0,4,4,packed,18856,low,budget,no_restriction,non_vegetarian,balanced,January,2,senior_traveller,74,90,81,56,41,12,26,45,48,50,16,60,train
T001967,Kochi,friends,3,0,0,3,easy_going,43068,medium,budget,no_restriction,vegan,fastest,June,5,nightlife_traveller,64,66,44,51,44,63,77,62,23,48,56,30,train
T001968,Pune,friends,5,0,0,5,packed,70099,high,premium,no_restriction,jain,balanced,September,3,food_traveller,85,81,55,55,66,8,68,69,64,68,30,60,train
T001969,Mumbai,friends,8,0,0,8,balanced,31794,low,budget,no_restriction,no_preference,lowest_cost,November,1,wellness_traveller,80,64,93,31,91,18,8,51,44,63,44,71,test
